ICAO,NOTAM No,Q Code,From,To,Schedule,Text,Lower Limit,Upper Limit,Created Time,Farsi
OICI,A5099/24,OIIX/QFAAH/IV/NBO/A/000/999/,2412241222,2501182030,,"REF AIP PAGE AD 2-1 OICI ITEM 2.3 OPERATIONAL HOURS NR 7, HOURS OF OPERATION ATS CHANGED TO: 0300-1330 , OTHER TIMES O/R AT LEAST 24 HOURS BFR EOBT FROM ILAM AIRPORT. CREATED: 24 Dec 2024 12:21:00 SOURCE: OIIIYNYX",,,24 Dec 2024 12:21:00,
OICI,A2649/24,OIIX/QFFCH/IV/NBO/A/000/999/,2407271756,PERM,,"REF AIP PAGE AD 2-2 OICI ITEM 2.6, AD CAT FOR FIRE FIGHTING AND RESCUE SER CAT 3 AND UP TO CAT 7 IS AVBL DRG SKED FLIGHTS OPERATION AND DRG NON-SKED FLIGHTS OPERATION THAT PPR AT LEAST 48 HR BFR EOBT FM OICI. CREATED: 27 Jul 2024 18:02:00 SOURCE: OIIIYNYX",,,27 Jul 2024 18:02:00,
OICK,A4660/24,OIIX/QMXLC/IV/M/A/000/999/,2411260802,2502250800 EST,,"REF AIP PAGE AD 2 OICK ADC, TWY B, C AND D CLSD. CREATED: 26 Nov 2024 08:05:00 SOURCE: OIIIYNYX",,,26 Nov 2024 08:05:00,
OICK,A4530/24,OIIX/QPAAU/I/NBO/A/000/999/,2411160740,2501150630,EV WED/0330-0630,"REF NOTAM A4525/24 , AND REF AIP PAGE AD 2 OICK STAR 1-1 STANDARD INSTRUMENT ARRIVAL (STA",,,16 Nov 2024 07:48:00,
OICK,A4529/24,OIIX/QPDAU/I/NBO/A/000/999/,2411160731,2501150630,EV WED/0330-0630,"REF NOTAM A4525/24, AND REF AIP PAGE AD 2 OICK SID 1-1, STANDARD INSTRUMENT DEPARTURE (SI",,,16 Nov 2024 07:33:00,
OICK,A4528/24,OIIX/QPIAU/I/NBO/A/000/999/,2411160712,2501150630,EV WED/0330-0630,"REF NOTAM A4525/24 , ALL IAC SUSPENDED. CREATED: 16 Nov 2024 07:18:00 SOURCE: OIIIYNYX",,,16 Nov 2024 07:18:00,
OICS,A4956/24,OIIX/QMRXX/A/000/999/,2412120630,2503121330,,"A POND EXISTS ON LEFT SIDE OF RWY 19 WITH FLW SPECIFICATIONS : DIST FM THR RWY 19 : 2200 M AFTER THR DIST FM RCL 19 : 145 M WID : 230 M, LEN : 460 M, DPT : 8 M, DIFFERENT KINDS OF BIRDS AND WILD ANIMALS EXIST IN THIS AREA. CREATED: 12 Dec 2024 06:32:00 SOURCE: OIIIYNYX",,,12 Dec 2024 06:32:00,
OICS,A4955/24,OIIX/QMRXX/A/000/999/,2412120630,2503121330,,"DIFFERENCES IN SFC EXIST AT THE BEGINNING OF RIGHT SIDE OF RWY 19 WITH FLW SPECIFICATIONS: DIST FM RCL 19 : 120 M WID : 32 M, LEN : 1000 M, DPT : 4 M. CREATED: 12 Dec 2024 06:30:00 SOURCE: OIIIYNYX",,,12 Dec 2024 06:30:00,
OICS,A4596/24,OIIX/QOBCE/IV/M/AE/000/999/,2411190557,2502171330 EST,,TWO SNOW PLOUGH BLADE EXIST ON LEFT SIDE OF RWY 19 WITH MAX HGT OF 6 FT AND WID OF 5 M WITH FLW SPECIFICATIONS : DIST FM THR RWY 19 : 890 M DIST FM RCL 19 : 133 M CREATED: 19 Nov 2024 05:59:00 SOURCE: OIIIYNYX,,,19 Nov 2024 05:59:00,
OICS,A4539/24,OIIX/QPIAU/I/NBO/A/000/999/,2411160835,2501161630,"EV TUE, WED AND THU / 1330-1630","REF NOTAM A4535/24 , ALL IAC SUSPENDED. CREATED: 16 Nov 2024 08:35:00 SOURCE: OIIIYNYX",,,16 Nov 2024 08:35:00,
OICS,A4538/24,OIIX/QPDAU/I/NBO/A/000/999/,2411160832,2501161630,"EV TUE, WED AND THU / 1330-1630","REF NOTAM A4535/24 AND REF AIP PAGE AD 2 OICS SID 1-1, STANDARD INSTRUMENT DEPARTURE (SI",,,16 Nov 2024 08:34:00,
OICS,A4537/24,OIIX/QPAAU/I/NBO/A/000/999/,2411160826,2501161630,"EV TUE, WED AND THU / 1330-1630",REF NOTAM A4535/24 AND REF AIP PAGE AD 2 OICS STAR 1-1 STANDARD INSTRUMENT ARRIVAL (STA,,,16 Nov 2024 08:31:00,
OICS,A4209/24,OIIX/QFFCH/IV/NBO/A/000/999/,2410230620,PERM,,"REF AIP PAGE AD 2-2 OICS ITEM 2.6, AD CAT FOR RESCUE AND FIRE FIGHTING SERVICES CHANGE TO CAT 3, REMARKS: CAT 6 AVBL DRG SCHEDULED FLIGHTS OPERATIONS AND DRG NON-SCHEDULED FLIGHTS OPERATIONS THAT PPR AT LEAST 72 HR BEFOR EOBT FROM SANANDAJ AD, AMEND AIP ACCORDINGLY. CREATED: 23 Oct 2024 06:26:00 SOURCE: OIIIYNYX",,,23 Oct 2024 06:26:00,
OIFE,B0906/24,OIIX/QLBAS/V/M/A/000/999/,2412020643,2503020640 EST,,ABN U/S. CREATED: 02 Dec 2024 06:51:00 SOURCE: OIIIYNYX,,,02 Dec 2024 06:51:00,
OIFE,B0715/24,OIIX/QMHXX/A/000/999/,2409250742,2412250600 EST,,"REF AIP PAGE AD 2-5 OIFE ITEM 2.23, NET BARRIER EXISTS AT THE END OF SWY RWY 25 (1000 M BFR THR RWY 07), AND WILL BE ENGAGED BY PRIOR ARRANGMENT , HGT DRG ENGAGEMENT IS 110 CM AGL. CREATED: 25 Sep 2024 07:45:00 SOURCE: OIIIYNYX",,,25 Sep 2024 07:45:00,
OIFE,B0714/24,OIIX/QLTAS/IV/BO/A/000/999/,2409250739,2412250600 EST,,"REF AIP PAGE AD 2-4 OIFE ITEM 2.14, RWY 07 THR LGT U/S. CREATED: 25 Sep 2024 07:42:00 SOURCE: OIIIYNYX",,,25 Sep 2024 07:42:00,
OIFE,B0713/24,OIIX/QLIAS/IV/BO/A/000/999/,2409250737,2412250600 EST,,"REF AIP PAGE AD 2-4 OIFE ITEM 2.14, RWY 25 END LGT U/S. CREATED: 25 Sep 2024 07:40:00 SOURCE: OIIIYNYX",,,25 Sep 2024 07:40:00,
OIFK,B0887/24,OIIX/QOBCE/IV/M/AE/000/999/,2411210326,2502192030 EST,,"OBST AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 1396 M, DIST FM RCL: 90 M, HGT: 10 FT, LEN: 11 M, WID: 11 M. CREATED: 21 Nov 2024 03:30:00 SOURCE: OIIIYNYX",,,21 Nov 2024 03:30:00,
OIFK,B0070/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181844,2204191830 EST,,"OBSTACLE EXISTS AT RIGHT SIDE OF RWY 11 WITH FLW SPECIFICATIONS: DIST FM THR: 880 M, DIST FM RCL: 39 M, HGT: 4 FT, LEN: 1 M, WID: 0.5 M. CREATED: 27 Aug 2024 06:50:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:50:00,
OIFK,B0069/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181838,2204191830 EST,,"OBSTACLE EXISTS AT RIGHT SIDE OF RWY 11 WITH FLW SPECIFICATIONS: DIST FM THR: 660 M, DIST FM RCL: 39 M, HGT: 4 FT, LEN: 1 M, WID: 0.5 M. CREATED: 27 Aug 2024 06:50:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:50:00,
OIBL,A4979/24,OIIX/QOBCE/IV/M/AE/000/999/,2412160843,2503162030 EST,,"REF AIP PAGE AD 2-3 OIBL ITEM 2.10, NEW UNMARKED/UNLIGHTED OBST EXISTS IN APCH RWY 08 / TKOF RWY 26 AREAS WITH FLW SPECIFICATIONS: OBST TYPE: BTS ANTENNA, ELEV: 165 FT AMSL / 30 M AGL, COORD: 263134N 0544804E. CREATED: 16 Dec 2024 08:44:00 SOURCE: OIIIYNYX",,,16 Dec 2024 08:44:00,
OIBH,B0815/24,OIIX/QOBCE/IV/M/AE/000/999/,2410280657,2501262359 EST,,"3 UNLIGHTED MAST AFFECTED RWY 33 APCH/RWY 15 TKOF AREAS EXIST WITH FLW SPECIFICATIONS: 1- OBSTACLE TYPE: BUILDING, HGT: 122 FT AMSL, PSN:294929N 0501702E, DIST: 890 M FM THR RWY 33, 2- OBSTACLE TYPE: FLOOD LIGHT, HGT: 112 FT AMSL, PSN: 294926N 0501700E, DIST: 954 M FM THR RWY 33, 3- OBSTACLE TYPE: FLOOD LIGHT, HGT: 109 FT AMSL, PSN: 294928N 0501659E, DIST:890 M FM THR RWY 33 CREATED: 28 Oct 2024 07:03:00 SOURCE: OIIIYNYX",,,28 Oct 2024 07:03:00,
OITK,A2113/23,OIIX/QCACS/IV/BO /AE/000/999/3825N04459E999,2307011023,PERM,,"REF AIP PAGE AD 2-4 OITK ITEM 2.18, NEW ATS COMMUNICATION FACILITIES INSTALLED AND OPR WITH FLW SPECIFICATIONS: - SERVICE DESIGNATION: AFIS, - CALL SIGN: KHOY INFORMATION, - FREQUENCY: 121.500 MHZ, RMK: EMERGENCY, - HOURS OF OPERATION: HS, AMEND AIP ACCORDINGLY. CREATED: 05 Aug 2024 07:45:00 SOURCE: EUECYIYN",,,05 Aug 2024 07:45:00,
OIBA,B0896/24,OIIX/QFFCH/IV/NBO/A/000/999/,2411290330,2412271130,EV FRI / 0330-1130,AD CAT FOR RESCUE AND FIRE FIGHTING SER INCRASED TO CAT 6. CREATED: 26 Nov 2024 05:57:00 SOURCE: OIIIYNYX,,,26 Nov 2024 05:57:00,
OIBP,A4763/24,OIIX/QLYAS/IV/M/A/000/999/,2412020746,2501011030 EST,,TWY C EDGE LGT U/S. CREATED: 02 Dec 2024 07:50:00 SOURCE: OIIIYNYX,,,02 Dec 2024 07:50:00,
OIBP,A4301/24,OIIX/QFULT/IV/NBO/A/000/999/,2410300652,2501290430 EST,,ONLY 3000 LITERS FUEL AVBL FOR EACH FLT. CREATED: 30 Oct 2024 06:55:00 SOURCE: OIIIYNYX,,,30 Oct 2024 06:55:00,
OIBP,A4103/24,OIIX/QFAXX/IV/NBO/A/000/999/,2410151321,2501141000,,"DUE TO TWR RECONSTRUCTION AND LIMITATION OF VIEW TO THE NORTH, PATTERN FROM TEMPORARY TWR POSITION, RIGHT DOWN WIND RWY31 (LEFT DOWN WIND RWY13) IS NOT USABLE UNLESS FOR EMERGENCY CONDITION. CREATED: 15 Oct 2024 13:21:00 SOURCE: OIIIYNYX",,,15 Oct 2024 13:21:00,
OIAA,A5078/24,OIIX/QISAS/I/NBO/A/000/999/,2412240750,2503232359 EST,,"ILS (LOC, GP, DM",,,24 Dec 2024 07:49:00,
OIAA,A1456/24,OIIX/QMRXX/A/000/999/,2404231143,2407231030 EST,,BUMPY SFC ALONG RWY 14R/32L BTN THR RWY 32L AND TWY E. CREATED: 23 Apr 2024 11:44:00 SOURCE: OIIIYNYX,,,23 Apr 2024 11:44:00,
OIAD,B0976/24,OIIX/QNNXX/E/000/999/,2412230851,2503232359 EST,,TACAN DZF CH 115X FLTCK EXPIRED. CREATED: 23 Dec 2024 08:49:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:49:00,
OIAD,B0960/24,OIIX/QNXXX/AE/000/999/,2412230840,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:41:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:41:00,
OIAD,B0902/24,OIIX/QLEAS/I/BO/A/000/999/,2411300704,2412300700 EST,,RWY 14L/32R EDGE LGT EV OTHER ONE U/S. CREATED: 30 Nov 2024 07:06:00 SOURCE: OIIIYNYX,,,30 Nov 2024 07:06:00,
OIAD,B0760/19,OIIX/QMTCM/IV/NBO/A/000/999/,1910050949,1912302323 EST,,"REF NOTAM B0756/19, THR RWY 32L DISPLACED 1566 M AND THE FLW DECLARED DIST ARE AVBL: RWY TORA TODA ASDA LDA 14R 2287 4195 4195 3853 32L 3853 3853 3853 2287 CREATED: 27 Aug 2024 06:51:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:51:00,
OIAD,B0756/19,OIIX/QOBCE/IV/M/AE/000/999/,1910030910,1912300900 EST,,A LIGHTED ANTENNA ERECTED AT PSN: 322428N 0482506E HGT: 178 FT. CREATED: 27 Aug 2024 06:51:00 SOURCE: OIIIYNYX,,,27 Aug 2024 06:51:00,
OIAG,A2953/24,OIIX/QFAAH/IV/NBO/A/000/999/,2408260814,PERM,,"REF AIP PAGE AD 2-1 OIAG ITEM 2.3 NR 7, ATS OPERATION HOURS IS 0330-1230 UTC. AMEND AIP ACCORDINGLY. CREATED: 26 Aug 2024 08:16:00 SOURCE: OIIIYNYX",,,26 Aug 2024 08:16:00,
OIAJ,B0972/24,OIIX/QNXXX/AE/000/999/,2412230846,2503232359 EST,,UDF FLTCK EXPIRED. CREATED: 23 Dec 2024 08:47:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:47:00,
OIAJ,B0959/24,OIIX/QNNXX/E/000/999/,2412230842,2503232359 EST,,TACAN OMD CH 83X FLTCK EXPIRED CREATED: 23 Dec 2024 08:40:00 SOURCE: OIIIYNYX,,,23 Dec 2024 08:40:00,
OIAM,A5094/24,OIIX/QNMAS/IV/BO/AE/000/999/,2412240911,2503232359 EST,,DVOR/DME MAH FREQ 115.800 MHZ CH 105X U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 09:12:00 SOURCE: OIIIYNYX,,,24 Dec 2024 09:12:00,
OIAM,B0986/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240808,2503232359 EST,,"REF AIP PAGE AD 2-6 OIAM ITEM 2.14, PAPI RWY 13 AND RWY 31 U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 08:08:00 SOURCE: OIIIYNYX",,,24 Dec 2024 08:08:00,
OIAM,B0889/24,OIIX/QMMXX/A/000/999/,2411210337,2502192030 EST,,"REF AIP PAGE AD 2-5 OIAM ITEM 2.12, DTHR MARKING FOR RWY 13 AND RWY 31 NOT AVBL. CREATED: 21 Nov 2024 03:39:00 SOURCE: OIIIYNYX",,,21 Nov 2024 03:39:00,
OIAM,B0888/24,OIIX/QLTAS/IV/BO/A/000/999/,2411210335,2502192030 EST,,"REF AIP PAGE AD 2-6 OIAM ITEM 2.14 AND AD 2-3 OIAM ITEM 2.9, THR AND WBAR LGT FOR RWY 13 AND RWY 31 U/S. CREATED: 21 Nov 2024 03:36:00 SOURCE: OIIIYNYX",,,21 Nov 2024 03:36:00,
OIBA,A1721/23,OIIX/QLECS/I /BO /A /000/999/2553N05502E005,2305241521,PERM,,"EDGE LGT FOR RWY 08/26 CHANGED AND OPR WITH FLW SPECIFICATIONS: - RWY 08: EDGE LGT LEN: 2699 M, SPACING: 60 M, COLOUR: WHITE, INTST: LIH, - RWY 26: EDGE LGT LEN: 2724 M, SPACING: 60 M, COLOUR: WHITE, INTST: LIH, AMEND AIP PAGE AD 2-4 OIBA ITEM 2.14 . CREATED: 05 Aug 2024 07:44:00 SOURCE: EUECYIYN",,,05 Aug 2024 07:44:00,
OIBA,A1720/23,OIIX/QLSCS/I /BO /A /000/999/2553N05502E005,2305241518,PERM,,"SWY LGT FOR RWY 08 AND RWY 26 DEFINED AND OPR WITH FLW SPECIFICATIONS: - RWY 08: SWY LGT LEN: 166 M, COLOUR: RED, - RWY 26: SWY LGT LEN: 167 M, COLOUR: RED, AMEND AIP PAGE AD 2-4 OIBA ITEM 2.14 . CREATED: 05 Aug 2024 07:44:00 SOURCE: EUECYIYN",,,05 Aug 2024 07:44:00,
OIBA,A1719/23,OIIX/QLIAW/IV/BO /A /000/999/2553N05502E005,2305241516,PERM,,"REF AIP PAGE AD 2-4 OIBA ITEM 2.14, WBAR FOR END LGT RWY 08 AND WBAR FOR END LGT RWY 26 COMPLETELY WITHDRAWN, AMEND AIP ACCORDINGLY. CREATED: 05 Aug 2024 07:44:00 SOURCE: EUECYIYN",,,05 Aug 2024 07:44:00,
OIBA,A1718/23,OIIX/QLPCS/IV/BO /A /000/999/2553N05502E005,2305241513,PERM,,"NEW PAPI FOR RWY 08 AND RWY 26 INSTALLED AND OPR AS FLW SPECIFICATIONS: - RWY 08 PAPI LEFT/3 DEG, MEHT 16 M/52.5 FT, - RWY 26 PAPI LEFT/3 DEG, MEHT 17.5 M/57.5 FT, AMEND AIP PAGE AD 2-4 OIBA ITEM 2.14 . CREATED: 05 Aug 2024 07:44:00 SOURCE: EUECYIYN",,,05 Aug 2024 07:44:00,
OIBA,A2621/24,OIIX/QOBCE/IV/M/AE/000/999/,2407231326,PERM,,REF AIP PAGE AD 2-3 OIBA ITEM 2.10 NEW OBSTACLES EXIST IN CIRCLING AREAS AND AT AD WITH FLW SPECIFICATIONS: NR OBST TYPE ELEVATION MARK/LGTD COORDINATES ------------------------------------------------------------------ 1- ANTENNA 448 FT AMSL NIL 255307N 0550202E 2- BUILDING 138 FT AMSL LGTD 255243N 0550128E 3- ANTENNA 454 FT AMSL LGTD 255252N 0550049E 4- ANTENNA 227 FT AMSL NIL 255236N 0550106E 5- ANTENNA 209 FT AMSL NIL 255235N 0550105E 6- ANTENNA 131 FT AMSL NIL 255236N 0550042E 7- ANTENNA 211 FT AMSL NIL 255319N 0550238E AMEND AIP ACCORDINGLY CREATED: 23 Jul 2024 13:30:00 SOURCE: OIIIYNYX,,,23 Jul 2024 13:30:00,
OIBA,A2620/24,OIIX/QOBCE/IV/M/AE/000/999/,2407231319,PERM,,"REF AIP PAGE AD 2-3 OIBA ITEM 2.10, NEW OBSTACLES EXIST WITH FLW SPECIFICATIONS:",,,23 Jul 2024 13:25:00,
OIBA,A2619/24,OIIX/QOBAW/IV/M/AE/000/999/,2407231258,PERM,,"REF AIP PAGE AD 2-3 OIBA ITEM 2.10, THE FOLLOWING OBSTACLES IN APCH / TKOF AREA AFFECTED COMPLETELY WITHDRAWN: OBST TYPE RWY/AREA ELEVATION MARK/LGT COORDINATES. ------------------------------------------------------------------- 1.POWER LINE 08/ APCH 20 FT AGL LGTD 262M BEFORE 26/ TKOF THR RWY 08 90M RIGHT SIDE OF EXTENDED RWY CL AMEND AIP ACCORDINGLY CREATED: 23 Jul 2024 13:08:00 SOURCE: OIIIYNYX",,,23 Jul 2024 13:08:00,
OIBA,A2618/24,OIIX/QOBAW/IV/M/AE/000/999/,2407231255,PERM,,"REF AIP PAGE AD 2-3 OIBA ITEM 2.10, THE FOLLOWING OBSTACLES IN CIRCLING AREA AND AT AD COMPLETELY WITHDRAWN: NR OBST TYPE ELEVATION MARKINGS/LGT COORDINATES -------------------------------------------------------------------- 1. COM ANTENNA 328 FT AGL LGTD 255252N 0550047E 2. AN ANTENNA 148 FT AGL NIL 255235N 0550043E 3. HILL WITH GROUP 515 FT AMSL NIL 255308N 0550203E OF ANTENNA AT TOP OF IT 4. HILL WITH ANTENNA 168 FT AMSL NIL 255236N 0550106E AT TOP OF IT 5. HILL 98 FT AGL NIL 255235N 0550301E 6. OLD TERMINAL 20 FT AGL NIL LEFT SIDE OF THR RWY08 90M FROM RWY CL 7. BUILDING 10 FT AGL NIL LEFT SIDE OF THR RWY08 98M FROM RWY CL 8. COM MAST 75 FT AMSL LGTD/MARKED 255232N 05550049E AMEND AIP ACCORDINGLY CREATED: 23 Jul 2024 13:05:00 SOURCE: OIIIYNYX",,,23 Jul 2024 13:05:00,
OIFK,B0066/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181802,2204191800 EST,,"OBSTACLE EXISTS AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 1450 M, DIST FM RCL: 32 M, HGT: 4 FT, LEN: 1 M, WID: 0.5 M. CREATED: 27 Aug 2024 06:50:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:50:00,
OIFK,B0065/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181754,2204191730 EST,,"OBSTACLE EXISTS AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 1410 M, DIST FM RCL: 47 M, HGT: 4 FT, LEN: 1 M, WID: 0.5 M. CREATED: 27 Aug 2024 06:50:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:50:00,
OIFK,B0062/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181706,2204191030 EST,,"OBSTACLE EXIST AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 950 M, DIST FM RCL: 82 M, HGT: 11 FT, LEN: 2.5 M, WID: 2 M. CREATED: 27 Aug 2024 06:49:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:49:00,
OIFK,B0064/22,OIIX/QOBCE/IV/M/AE/000/999/,2201181747,2204191700 EST,,"OBSTACLE EXISTS AT LEFT SIDE OF RWY 29 WITH FLW SPECIFICATIONS: DIST FM THR: 900 M, DIST FM RCL: 32 M, HGT: 4 FT, LEN: 0.5 M, WID: 0.5 M. CREATED: 27 Aug 2024 06:48:00 SOURCE: OIIIYNYX",,,27 Aug 2024 06:48:00,
OIMN,A5103/24,OIIX/QFFCH/IV/NBO/A/000/999/,2412250915,2412270600 EST,,"REF AIP PAGE AD 2-2 OIMN ITEM 2-6 , AD CAT FOR RESCUE AND FIRE FIGHTING SERVICES INCREASED TO CAT 7. CREATED: 25 Dec 2024 09:17:00 SOURCE: OIIIYNYX",,,25 Dec 2024 09:17:00,
OIMN,A5082/24,OIIX/QLPAS/IV/BO/A/000/999/,2412240801,2503232359 EST,,PAPI RWY 25 U/S AND SUBSEQUENTLY REQUIRED FLTCK. CREATED: 24 Dec 2024 08:00:00 SOURCE: OIIIYNYX,,,24 Dec 2024 08:00:00,
OIMN,A5079/24,OIIX/QISAS/I/NBO/A/000/999/,2412240751,2503232359 EST,,ILS (LOC-DM,,,24 Dec 2024 07:50:00,
OIMS,A5037/24,OIIX/QCAAH/IV/B/AE/000/999/,2412211845,2503192230,,"REF AIP PAGE AD 2-6 OIMS ITEM 2.18 ATS COMMUNICATION FACILITIES, HOURS OF OPERATION FREQ 118.150 MHZ, 121.900 MHZ AND 121.500 MHZ CHANGED TO 0330-2230 AND OUT OF THESE TIMES PPR. CREATED: 21 Dec 2024 18:45:00 SOURCE: OIIIYNYX",,,21 Dec 2024 18:45:00,
OIMS,A5036/24,OIIX/QFAAH/IV/NBO/A/000/999/,2412211843,2503192230,,"REF AIP PAGE AD 2-1 OIMS ITEM 2.3 NR 7, ATS OPERATIONAL HOURS CHANGE TO 0330-2230 AND OUT OF THESE TIMES PPR. CREATED: 21 Dec 2024 18:42:00 SOURCE: OIIIYNYX",,,21 Dec 2024 18:42:00,
OIMT,A4305/24,OIIX/QFFCH/IV/NBO/A/000/999/,2410310330,PERM,,"AD CAT FOR RESCUE AND FIRE FIGHTING SERVICES IS CAT 3, ALSO CAT 6 IS AVAILABLE DURING SCHEDULED FLIGHT OPERATIONS AND DURING NONSCHEDULED FLIGHT OPERATIONS THAT PPR AT LEAST 72 HR BEFORE FROM BIRJAND AD. CREATED: 30 Oct 2024 09:37:00 SOURCE: OIIIYNYX",,,30 Oct 2024 09:37:00,
OING,A5069/24,OIIX/QOBCH/IV/M/AE/000/999/,2412231841,PERM,,REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES TWO OBST IN CIRCLING AREA AND AT AD CHG WITH FLW SPECIFICATIONS: OBST TYPE ELEV MARKINGS/LGT COORD --------------------------------------------------------------------- BLDG(HANGE,,,23 Dec 2024 18:43:00,
OING,A5068/24,OIIX/QOBCH/IV/M/AE/000/999/,2412231838,PERM,,"REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES, THREE OBST IN APCH 31 / TKOF 13 AFFECTED CHG WITH FLW SPECIFICATIONS: OBST TYPE ELEV MARKINGS/LGT COORD --------------------------------------------------------------------- BUILDING 171 FT AMSL LGTD 365303N 0542555E PWR LINE 340 FT AMSL NIL 365227N 0542704E PWR LINE 320 FT AMSL NIL 365234N 0542717E AMEND AIP ACCORDINGLY. CREATED: 23 Dec 2024 18:40:00 SOURCE: OIIIYNYX",,,23 Dec 2024 18:40:00,
OING,A5067/24,OIIX/QOBCE/IV/M/AE/000/999/,2412231827,PERM,,"REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES, 6 NEW OBSTACLES EXIST IN CIRCLING AREAS AND AT AD WITH FLW SPECIFICATIONS: OBST TYPE ELEV MARK/LGTD COORD --------------------------------------------------------------------- BTS 113 FT AMSL LGTD 365344N 0542555E BTS 121 FT AMSL LGTD 365335N 0542557E PWR LINE 302 FT AMSL NIL 365244N 0542743E BLDG(SIL",,,23 Dec 2024 18:33:00,
OING,A5064/24,OIIX/QOBCE/IV/M/AE/000/999/,2412231801,PERM,,"REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES, 3 NEW OBST EXIST IN APCH / TKOF AREAS AFFECTED WITH FLW SPECIFICATIONS: OBST TYPE RWY/AREA ELEV MARKINGS/LGT COORD -------------------------------------------------------------------- GROUPS OF HILL 13/APCH -54 FT AMSL NIL 365510N 0542323E 31/TKOF GP ANTENNA 31/APCH -13 FT AMSL LGTD/MARKED 365513N 0542307.3E 13/TKOF WDI 31/APCH -8 FT AMSL LGTD/MARKED 365412N 0542426E 13/TKOF AMEND AIP ACCORDINGLY. CREATED: 23 Dec 2024 18:08:00 SOURCE: OIIIYNYX",,,23 Dec 2024 18:08:00,
OING,A5063/24,OIIX/QOBAW/IV/M/AE/000/999/,2412231751,PERM,,"REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES, THE FLW OBST IN CIRCLING AREA AND AT AD COMPLETELY WITHDRAWN: OBST TYPE ELEV MARKINGS/LGT COORD --------------------------------------------------------------------- BLDG -8 FT AMSL NIL 365359N 0542438E GROUPS OF HILL 9 FT AGL NIL RIGHT SIDES OF RWY 31 ANTENNA -3 FT AMSL LGTD 365412N 0542426E GP ANTENNA -33 FT AMSL(26 FT AG",,,23 Dec 2024 17:54:00,
OING,A5062/24,OIIX/QOBAW/IV/M/AE/000/999/,2412231746,PERM,,"REF AIP PAGE AD 2-3 OING ITEM 2.10 AD OBSTACLES, THE OBST IN APCH 31 / TKOF 13 AFFECTED WITH FLW SPECIFICATIONS, COMPLETELY WITHDRAWN: - OBST TYPE: LLZ ANTENNA, - ELEV: -16 FT AMSL, - COORD: 365401.8N 0542446.4E , AMEND AIP ACCORDINGLY. CREATED: 23 Dec 2024 17:46:00 SOURCE: OIIIYNYX",,,23 Dec 2024 17:46:00,
OING,A4961/24,OIIX/QMNHW/IV/BO/A/000/999/,2412131432,2503131500 EST,,WIP EXISTS AT NORTH OF APN NEXT TO APN EDGE LINE. CREATED: 13 Dec 2024 14:35:00 SOURCE: OIIIYNYX,,,13 Dec 2024 14:35:00,
OINN,A5032/24,OIIX/QOBCE/IV/M/AE/000/999/,2412211045,2503211400 EST,,TWO NEW UNLIGHTED UNMARKED MASTS EXIST SOUTH OF RWY 10/28 WITH FLW SPECIFICATION: 1:DIST FM THR RWY 28: 821 M DIST FM RCL 28: 172 M HGT: 17 FT AGL 2:DIST FM THR RWY 28: 1072 M DIST FM RCL 28: 137 M HGT: 12 FT AGL CREATED: 21 Dec 2024 10:47:00 SOURCE: OIIIYNYX,,,21 Dec 2024 10:47:00,
OINN,B0949/24,OIIX/QMRHW/IV/NBO/A/000/999/,2412211029,2503211400 EST,,"A CRANE ERECTED AT SOUTH SIDE OF RWY 10/28 WITH FLW SPECIFICATIONS: DIST FM THR RWY 10: 398 M, DIST FM RCL: 200 M, HGT: 72 FT. CREATED: 21 Dec 2024 10:34:00 SOURCE: OIIIYNYX",,,21 Dec 2024 10:34:00,
